"DisplayName","StartMode","StartName","Description"
"BranchCache","Manual","NT AUTHORITY\NetworkService","このサービスでは、ローカル サブネット上のピアからのネットワーク コンテンツがキャッシュされます。"
"Windows 認識シミュレーション サービス","Manual","LocalSystem","空間知覚シミュレーション、仮想カメラ管理、空間入力シミュレーションを有効にします。"
"Performance Counter DLL Host","Manual","NT AUTHORITY\LocalService","リモート ユーザーおよび 64 ビット プロセスから、32 ビット DLL が提供するパフォーマンス カウンターを照会できるようにします。このサービスが停止している場合、ローカル ユーザーと 32 ビット プロセスだけが 32 ビット DLLが提供するパフォーマンス カウンターを照会できます。"
"Phone Service","Manual","NT Authority\LocalService","デバイスのテレフォニー状態を管理します"
"Performance Logs & Alerts","Manual","NT AUTHORITY\LocalService","Performance Logs and Alerts は、あらかじめ構成されているスケジュール パラメーターに基づいて、ローカルまたはリモート コンピューターからパフォーマンス データを収集し、ログに書き込んだり、警告したりします。このサービスが止めてあると、パフォーマンス情報は集められません。このサービスが無効な場合は、明示的にこれに依存しているサービスを開始できません。"
"Plug and Play","Manual","LocalSystem","ユーザーからの最小限の入力、または入力なしで、コンピューターがハードウェアの変更を認識し、対応します。"
"IPsec Policy Agent","Manual","NT Authority\NetworkService","インターネット プロトコル セキュリティ (IPsec) はネットワークレベルのピア認証、データ送信元の認証、データの整合性、データの機密性 (暗号化)、および返信保護をサポートします。このサービスは、IP セキュリティ ポリシー スナップインまたはコマンド ライン ツール ""netsh ipsec"" で作成された IPsec ポリシーを適用します。このサービスを停止すると、ポリシーが接続に IPsec の使用を必要とする場合に、ネットワークの接続性の問題が発生します。また、このサービスを停止しているときは、Windows Defender ファイアウォールのリモート管理はできません。"
"Power","Auto","LocalSystem","電源ポリシーと電源ポリシーの通知配信を管理します。"
"印刷デバイス構成サービス","Manual","LocalSystem","印刷デバイス構成サービスは、IPP プリンターと UP プリンターのインストールを管理します。このサービスが停止すると、進行中のプリンターのインストールはすべて取り消される可能性があります。"
"Printer Extensions and Notifications","Manual","LocalSystem","このサービスは、カスタム プリンターのダイアログ ボックスを開き、リモートのプリント サーバーまたはプリンターからの通知を処理します。このサービスを無効にすると、プリンター拡張または通知は表示されません。"
"PrintScanBrokerService","Manual","LocalSystem","低権限スプーラーに必要な、セキュリティで保護された特権操作をサポートします。"
"User Profile Service","Auto","LocalSystem","このサービスにより、ユーザー プロファイルのロードとアンロードが行われます。このサービスが停止または無効になると、ユーザーは正常にサインインまたはサインアウトできなくなり、アプリからユーザーのデータにアクセスできなくなる可能性があります。また、プロファイルのイベント通知を受信するよう登録したコンポーネントで、通知を受信できなくなります。"
"Windows PushToInstall サービス","Manual","LocalSystem","Microsoft Store のインフラストラクチャ サポートを提供します。このサービスは自動的に開始されます。無効にすると、リモート インストールは正しく動作しなくなります。"
"Quality Windows Audio Video Experience","Manual","NT AUTHORITY\LocalService","高品質な Windows オーディオ ビデオ エクスペリエンス (qWave) は、IP ホーム ネットワーク上のオーディオ ビデオ (AV) ストリーミング アプリケーション向けのネットワーク プラットフォームです。qWave は、AV アプリケーションのネットワーク QoS (サービスの品質) を保証することで、AV ストリーミングのパフォーマンスと信頼性を向上させます。qWave は、受付制御、実行時の監視と実施、アプリケーションのフィードバック、およびトラフィックの優先順位付けのための機構を提供します。"
"Remote Access Auto Connection Manager","Manual","localSystem","プログラムにより、リモート DNS 名やリモート NetBIOS 名またはアドレスが参照された場合に、リモート ネットワークへの接続を作成します。"
"Remote Access Connection Manager","Manual","localSystem","このコンピューターからインターネットや他のリモート ネットワークへのダイヤルアップ接続と仮想プライベート ネットワーク (VPN) 接続を管理します。このサービスを無効にすると、このサービスに明示的に依存しているサービスは開始できません。"
"ReFS 重複除去サービス","Manual","LocalSystem","ファイルの変更を追跡し、スケジュールされた最適化ジョブを実行するためのReFS データ重複除去と圧縮サービス。"
"Routing and Remote Access","Disabled","localSystem","企業ユーザーのために、ローカル エリア ネットワークとワイド エリア ネットワーク環境でのルーティング サービスを提供します。"
"Remote Registry","Disabled","NT AUTHORITY\LocalService","リモート ユーザーがこのコンピューターのレジストリ設定を変更できるようにします。このサービスが停止している場合は、このコンピューターのユーザーのみがレジストリを変更できます。このサービスを無効にすると、このサービスに明示的に依存するすべてのサービスを開始できなくなります。"
"市販デモ サービス","Manual","LocalSystem","デバイスが市販デモ モードの間、市販デモ サービスによってデバイスの動作が制御されます。"
"無線管理サービス","Manual","NT AUTHORITY\LocalService","無線管理および機内モード サービス"
"RPC Endpoint Mapper","Auto","NT AUTHORITY\NetworkService","トランスポートのエンドポイントに対する RPC インターフェイス識別子を解決します。このサービスが停止または無効の場合、リモート プロシージャ コール (RPC) サービスは正常に機能しません。"
"Remote Procedure Call (RPC) Locator","Manual","NT AUTHORITY\NetworkService","Windows 2003 およびそれ以前のバージョンの Windows では、リモート プロシージャ コール (RPC) ロケーター サービスによって、RPC ネーム サービス データベースが管理されます。Windows Vista およびそれ以降のバージョンの Windows では、このサービスは機能を提供せず、アプリケーションの互換性のために存在しています。"
"Remote Procedure Call (RPC)","Auto","NT AUTHORITY\NetworkService","RPCSS サービスは、COM および DCOM サーバーのサービス コントロール マネージャーです。COM および DCOM サーバーに対して、オブジェクト アクティブ化要求、オブジェクト エクスポーターの解決、および分散ガベージ コレクションを実行します。このサービスが停止しているか無効になっている場合、COM または DCOM を使用するプログラムは正常に機能しません。RPCSS サービスを実行しておくことを推奨します。"
"Realtek Audio Universal Service","Auto","LocalSystem","Realtek Audio Universal Service"
"Security Accounts Manager","Auto","LocalSystem","このサービスのスタートアップで別のサービスに、セキュリティ アカウント マネージャー (SAM) は、要求を受信する準備ができているというシグナルを送信します。このサービスを無効にするとシステムのほかのサービスは、SAM の準備ができたときに通知されません。この場合、これらのサービスを開始できないことがあります。このサービスを無効にしないでください。"
"Smart Card","Manual","NT AUTHORITY\LocalService","このコンピューターで読み取られたスマート カードへのアクセスを管理します。このサービスが停止されると、このコンピューターではスマート カードを読み取れなくなります。このサービスが無効にされると、このサービスに明示的に依存しているサービスはすべて開始できなくなります。"
"Smart Card Device Enumeration Service","Manual","LocalSystem","指定されたセッションにアクセスできるすべてのスマート カード リーダーのためにソフトウェア デバイス ノードを作成します。このサービスを無効にすると、WinRT API はスマート カード リーダーを列挙できなくなります。"
"Task Scheduler","Auto","LocalSystem","ユーザーは、コンピューターの自動タスクを構成およびスケジュールできます。このサービスは Windows のシステムに必要な複数のタスクもホストします。このサービスが停止されている場合や無効になっている場合、スケジュールされた時刻にタスクは起動されません。このサービスが無効になっている場合は、このサービスに明示的に依存するサービスは開始できなくなります。"
"Smart Card Removal Policy","Manual","LocalSystem","ユーザー デスクトップからスマート カードを引き抜いたときにデスクトップをロックするよう、システムを構成できます。"
"Windows バックアップ","Manual","localSystem","Windows バックアップと復元の機能を提供します。"
"Secondary Logon","Manual","LocalSystem","別の資格情報でのプロセスの開始を有効にします。このサービスを停止するとこの種のログオン アクセスは利用できなくなります。このサービスを無効にすると、このサービスに明示的に依存しているサービスはすべて開始できなくなります。"
"Windows セキュリティ サービス","Manual","LocalSystem","Windows セキュリティ サービスは、統合デバイス保護と正常性情報を処理します"
"支払いおよび NFC/SE マネージャー","Manual","NT AUTHORITY\LocalService","支払いおよび近距離無線通信 (NFC) ベースのセキュアエレメントを管理します。"
"System Event Notification Service","Auto","LocalSystem","システム イベントを監視し、これらのイベントの COM+ イベント システムにサブスクライバーを通知します。"
"Sense","Manual","LocalSystem",
"Sensor Data Service","Manual","LocalSystem","各種センサーからのデータを配信"
"Sensor Service","Manual","LocalSystem","さまざまなセンサーの機能を管理するセンサー用サービス。センサーの簡易デバイス方向 (SDO: Simple Device Orientation) と履歴を管理します。デバイス方向の変化をレポートする SDO センサーを読み込みます。このサービスが停止している場合または無効になっている場合は、SDO センサーが読み込まれないため、自動回転が行われません。センサーからの履歴収集も停止されます。"
"Sensor Monitoring Service","Manual","NT AUTHORITY\LocalService","データを公開してシステムおよびユーザーの状態に合わせるために、さまざまなセンサーを監視します。このサービスを停止または無効にすると、光の状態に合わせた画面の明るさの調節は行われません。このサービスを停止すると、他のシステム機能にも影響する可能性があります。"
"Remote Desktop Configuration","Manual","localSystem","リモート デスクトップ サービスとリモート デスクトップに関連する、SYSTEM コンテキストを必要とするすべての構成およびセッション管理のアクティビティには、リモート デスクトップの構成サービス (RDCS) が使用されます。これらのアクティビティには、セッションごとの一時フォルダー、RD テーマ、および RD 証明書が含まれます。"
"Internet Connection Sharing (ICS)","Manual","LocalSystem","ホーム ネットワークまたは小規模オフィスのネットワークに対してネットワーク アドレスの変換、アドレスの指定、名前解決、およびアタックの防止のサービスを提供します。"
"Shell Hardware Detection","Auto","LocalSystem","自動再生ハードウェア イベントの通知を提供します。"
"Shared PC Account Manager","Disabled","LocalSystem","Manages profiles and accounts on a SharedPC configured device"
"Syunkai Background daemon","Auto","LocalSystem",
"SkClear","Auto","LocalSystem","SkClear"
"Syunkai Remote Display Service","Auto","LocalSystem",
"Microsoft Storage Spaces SMP","Manual","NT AUTHORITY\NetworkService","Microsoft 記憶域管理プロバイダーのホスト サービスです。このサービスが停止するか、無効になると、記憶域を管理できなくなります。"
"Microsoft Windows SMS ルーター サービス。","Manual","NT Authority\LocalService","規則に基づいてメッセージを適切なクライアントにルーティングします。"
"SNMP トラップ","Manual","NT AUTHORITY\LocalService","ローカルまたはリモートの簡易ネットワーク管理プロトコル (SNMP) エージェントによって生成されたトラップ メッセージを受信して、このコンピューター上で実行されている SNMP 管理プログラムに転送します。このサービスが停止している場合は、このコンピューター上の SNMP ベースのプログラムは SNMP トラップ メッセージを受信しません。このサービスが無効になっている場合は、このサービスに明示的に依存しているすべてのサービスは開始できなくなります。"
"Print Spooler","Auto","LocalSystem","このサービスは、印刷ジョブをスプールし、プリンターとの通信を処理します。このサービスを停止すると、印刷できなくなるか、プリンターが表示されなくなります。"
"Software Protection","Auto","NT AUTHORITY\NetworkService","Windows と Windows アプリケーションのデジタル ライセンスのダウンロード、インストール、および実施を有効にします。このサービスを無効にした場合、オペレーティング システムおよびライセンスされたアプリケーションは、通知モードで実行される可能性があります。ソフトウェア保護サービスを無効にしないことをお勧めします。"
"SRNT3","Auto","LocalSystem","SRⅣ生徒端末ソフトのサービス"
"SSDP Discovery","Manual","NT AUTHORITY\LocalService","SSDP 発見プロトコルを使用する、UPnP デバイスなどのネットワーク デバイスやサービスを検出します。また、ローカル コンピューターで実行中の SSDP デバイスを表示します。サービスを停止すると、SSDP ベースのデバイスは検出されません。サービスを無効にすると、このサービスに明示的に依存するサービスは開始できません。"
"OpenSSH Authentication Agent","Disabled","LocalSystem","Agent to hold private keys used for public key authentication."
"Secure Socket Tunneling Protocol Service","Manual","NT Authority\LocalService","VPN によるリモート コンピューターへの接続に使用する Secure Socket トンネリング プロトコルのサポートを提供します。このサービスが無効になっている場合、ユーザーが SSTP を使用してリモート サーバーに接続することはできません。"
"State Repository Service","Auto","LocalSystem","アプリケーション モデルに対する必要なインフラストラクチャ サポートを提供します。"
"Windows Image Acquisition (WIA)","Auto","NT Authority\LocalService","スキャナーとカメラに画像取得サービスを提供します"
"Storage Service","Auto","LocalSystem","ストレージ設定と外部ストレージの拡張を有効にするためのサービスを提供します"
"Spot Verifier","Manual","LocalSystem","ファイル システム破損の可能性を検査します。"
"Microsoft Software Shadow Copy Provider","Manual","LocalSystem","ボリューム シャドウ コピー サービスによるソフトウェア ベースのシャドウ コピーを管理します。このサービスが停止している場合、ソフトウェア ベースのシャドウ コピーは管理できません。このサービスが無効な場合は、このサービスに明確に依存しているすべてのサービスは開始できなくなります。"
"SysMain","Auto","LocalSystem","長期間にわたり、システム パフォーマンスの維持および向上を図ります。"
"System Events Broker","Auto","LocalSystem","WinRT アプリケーションのバックグラウンド処理の実行を調整します。このサービスが停止しているか無効になっている場合、バックグラウンド処理がトリガーされない可能性があります。"
"Telephony","Manual","NT AUTHORITY\NetworkService","テレフォニー デバイスを制御するプログラムを使用してテレフォニー API (TAPI) を供給します。ローカル コンピューターと同様、このサービスを実行しているサーバーを LAN をとおして制御できます。"
"Remote Desktop Services","Manual","NT Authority\NetworkService","ユーザーがリモート コンピューターに対話的に接続できるようになります。リモート デスクトップおよびリモート デスクトップ セッション ホスト サーバーは、このサービスに依存します。このコンピューターをリモートで使えないようにするには、コントロール パネルの [システム] の [リモート] タブにあるチェックボックスをオフにしてください。"
"Text Input Management Service","Auto","LocalSystem","テキスト入力、表現入力、タッチ キーボード、手書き、IME を有効にします。"
"Themes","Auto","LocalSystem","テーマの管理を提供します。"
"Storage Tiers Management","Manual","localSystem","システム内のすべての階層型記憶域で、記憶域階層へのデータの配置を最適化します。"
"Time Broker","Manual","NT AUTHORITY\LocalService","WinRT アプリケーションのバックグラウンド処理の実行を調整します。このサービスが停止しているか無効になっている場合、バックグラウンド処理がトリガーされない可能性があります。"
"Trend Micro Unauthorized Change Prevention Service","Manual","LocalSystem","トレンドマイクロの不正変更防止機能を管理します。"
"Apex One Common Client Solution Framework","Manual","LocalSystem","Trend Micro Apex Oneセキュリティエージェントの高度なソリューションおよび機能を管理します。"
"Apex One NT Listener","Auto","LocalSystem","Apex Oneサーバからコマンドと通知を受信して、Apex Oneセキュリティエージェントからサーバへの通信を制御します。"
"Apex One NT WSC Service","Auto","LocalSystem","Reports security status of Apex One agents to Security Center"
"Web アカウント マネージャー","Manual","LocalSystem","このサービスは、アプリとサービスにシングル サインオンを提供するために Web アカウント マネージャーによって使用されます。"
"Distributed Link Tracking Client","Auto","LocalSystem","ネットワーク内またはコンピューターの NTFS ボリューム間のリンクを管理します。"
"推奨トラブルシューティング サービス","Manual","LocalSystem","推奨されるトラブルシューティングを適用して、既知の問題の自動軽減を実現します。停止した場合は、デバイスの問題に関するトラブルシューティングをお勧めしません。"
"Windows Modules Installer","Manual","localSystem","Windows の更新プログラムおよびオプション コンポーネントのインストール、変更、および削除を可能にします。このサービスを無効にしていると、このコンピューターに対する Windows Update のインストールまたはアンインストールが失敗する場合があります。"
"タイム ゾーンの自動更新機能","Disabled","NT AUTHORITY\LocalService","システムのタイム ゾーンを自動的に設定します。"
"ユーザー エクスペリエンス仮想化サービス","Disabled","LocalSystem","アプリケーション設定と OS 設定のローミングをサポートします"
"Remote Desktop Services UserMode Port Redirector","Manual","localSystem","RDP 接続用のプリンター/ドライブ/ポートのリダイレクトを許可します"
"UPnP Device Host","Manual","NT AUTHORITY\LocalService","このコンピューター上での UPnP デバイスのホストを可能にします。サービスを停止すると、ホストされている UPnP デバイスは機能しなくなり、ホストされるデバイスを追加することもできません。サービスを無効にすると、明示的にこのサービスに依存しているサービスは開始できなくなります。"
"User Manager","Auto","LocalSystem","ユーザー マネージャーは、マルチユーザーの操作に必要なランタイム コンポーネントを提供します。このサービスが停止すると、一部のアプリケーションが正常に機能しなくなる可能性があります。"
"Orchestrator Service の更新","Auto","LocalSystem","Windows 更新プログラムを管理します。停止すると、デバイスは最新の更新プログラムをダウンロードしてインストールできなくなります。"
"Credential Manager","Manual","LocalSystem","セキュリティで保護された資格情報の保存と取得を、ユーザー、アプリケーション、およびセキュリティ サービス パッケージに提供します。"
"Virtual Disk","Manual","LocalSystem","ディスク、ボリューム、ファイル システム、および記憶域アレイの管理サービスを提供します。"
"Hyper-V Guest Service Interface","Manual","LocalSystem","仮想マシン内で実行されている特定のサービスを操作するための Hyper-V ホストのインターフェイスを提供します。"
"Hyper-V Heartbeat Service","Manual","LocalSystem","定期的にハートビートを報告することで、この仮想マシンの状態を監視します。このサービスは、応答が停止した稼動中の仮想マシンを特定するために役立ちます。"
"Hyper-V Data Exchange Service","Manual","LocalSystem","仮想マシンと物理コンピューター上で実行されているオペレーティング システムとの間でデータを交換する手段を提供します。"
"Hyper-V リモート デスクトップ仮想化サービス","Manual","LocalSystem","仮想マシンと物理コンピューターで実行されているオペレーティング システムの間で通信を行うためのプラットフォームを提供します。"
"Hyper-V Guest Shutdown Service","Manual","LocalSystem","この仮想マシンのオペレーティング システムを物理コンピューター上の管理インターフェイスからシャットダウンする手段を提供します。"
"Hyper-V Time Synchronization Service","Manual","NT AUTHORITY\LocalService","この仮想マシンのシステム時刻を物理コンピューターのシステム時刻と同期します。"
"Hyper-V PowerShell Direct Service","Manual","LocalSystem","仮想ネットワークを使わずに、PowerShell を使用して VM セッション経由で仮想マシンを管理する手段を提供します。"
"Hyper-V ボリューム シャドウ コピー リクエスター","Manual","LocalSystem","物理コンピューター上のオペレーティング システムから仮想マシンにアプリケーションとデータをバックアップするボリューム シャドウ コピー サービスを使用するために必要な通信を調整します。"
"Volume Shadow Copy","Disabled","LocalSystem","バックアップやその他の目的で使用されるボリューム シャドウ コピーを、管理および実装します。このサービスが停止されると、シャドウ コピーはバックアップに利用できず、バックアップは失敗する可能性があります。このサービスが無効の場合、これに明示的に依存するサービスは開始できません。"
"Windows Time","Manual","NT AUTHORITY\LocalService","ネットワーク上のクライアントとサーバーの日時の同期を維持します。このサービスを停止すると、日時の同期は行われなくなります。このサービスを無効にすると、このサービスに依存しているサービスは起動できなくなります。"
"WaaSMedicSvc","Manual","LocalSystem",
"WalletService","Manual","LocalSystem","ウォレットのクライアントによって使用されるオブジェクトをホストします"
"Warp JIT Service","Manual","NT Authority\LocalService","Enables JIT compilation support in d3d10warp.dll for processes in which code generation is disabled."
"Block Level Backup Engine Service","Manual","localSystem","WBENGINE サービスは Windows バックアップでバックアップと回復操作の実行のために使用されます。このサービスがユーザーによって停止されると、現在実行されているバックアップまたは回復操作に失敗する原因になることがあります。このサービスを無効にすると、このコンピューター上で Windows バックアップを使用するバックアップと回復操作が無効になることがあります。"
"Windows Biometric Service","Manual","LocalSystem","Windows 生体認証サービスを使用すると、クライアント アプリケーションでは、生体認証ハードウェアまたはサンプルに直接アクセスせずに生体認証データをキャプチャ、比較、操作、および保存できます。このサービスは、特権のある SVCHOST プロセスでホストされます。"
"Windows Connection Manager","Auto","NT Authority\LocalService","PC で現在使用可能なネットワーク接続オプションに基づいて接続および切断の自動決定を行い、グループ ポリシー設定に基づいてネットワーク接続の管理を有効にします。"
"Windows Connect Now - Config Registrar","Manual","NT AUTHORITY\LocalService","WCNCSVC は、Wireless Protected Setup (WPS) プロトコルの Microsoft による実装である Windows Connect Now の構成をホストします。Windows Connect Now を使用すると、アクセス ポイント (AP) またはワイヤレス デバイスのワイヤレス LAN 設定を構成できます。このサービスは、必要に応じてプログラムによって開始されます。"
"Diagnostic Service Host","Manual","NT AUTHORITY\LocalService","Diagnostic Service Host は、ローカル サービス コンテキストでの実行が必要な診断をホストするために、診断ポリシー サービスによって使用されます。このサービスを停止すると、このサービスに依存する診断はすべて機能しなくなります。"
"Diagnostic System Host","Manual","LocalSystem","Diagnostic System Host は、ローカル システム コンテキストでの実行が必要な診断をホストするために、診断ポリシー サービスによって使用されます。このサービスを停止すると、このサービスに依存する診断はすべて機能しなくなります。"
"Microsoft Defender ウイルス対策 ネットワーク検査サービス","Manual","NT AUTHORITY\LocalService","ネットワーク プロトコルでの既知の脆弱性や新たに見つかった脆弱性をねらった侵入の阻止に役立ちます"
"WebClient","Manual","NT AUTHORITY\LocalService","Windows ベースのプログラムでインターネット ベースのファイルを作成および修正したり、インターネット ベースのファイルにアクセスしたりすることができます。このサービスが停止された場合、これらの機能は利用できなくなります。このサービスが無効になった場合は、このサービスに依存するサービスは開始できなくなります。"
"Web Threat Defense サービス","Manual","NT AUTHORITY\LocalService","Web Threat Defense エンドポイント サービスは、ユーザー資格情報へのアクセスを試みる承認されていないエンティティを識別することで、コンピューターを保護するのに役立ちます"
"Windows Event Collector","Manual","NT AUTHORITY\NetworkService","このサービスは、WS-Management プロトコルをサポートするリモート ソースから受信するイベントの永続的サブスクリプションを管理します。これには、Windows Vista イベント ログ、ハードウェアおよび IPMI 対応イベント ソースが含まれます。サービスは転送されたイベントをローカルのイベント ログに保存します。このサービスが停止するか無効になっている場合、イベント サブスクリプションは作成できず、転送されたイベントは受け付けることができません。"
"Windows Encryption Provider Host Service","Manual","NT AUTHORITY\LocalService","Windows 暗号化プロバイダー ホスト サービスが仲介となって、暗号化に関連した機能が、サード パーティの暗号化プロバイダーから、EAS ポリシーを評価し適用する必要があるプロセスへ渡されます。このホスト サービスを停止すると、接続されているメール アカウントによって確立された EAS のコンプライアンスの検証に問題が発生する可能性があります"
"Problem Reports Control Panel Support","Manual","localSystem","このサービスは、コントロール パネルの [問題レポート] でシステム レベルの問題レポートの表示、送信、削除をサポートします。"
"Windows Error Reporting Service","Manual","localSystem","プログラムの動作または応答が停止したときにエラーが報告されるのを許可し、既にある解決策が配信されるのを許可します。また、診断および修復サービスのためのログの生成を許可します。このサービスが停止されると、エラーの報告が正常に動作せず、診断サービスおよび修復の結果が表示されない可能性があります。"
"Wi-Fi Direct サービスの接続マネージャー サービス","Manual","NT AUTHORITY\LocalService","ワイヤレス サービスへの接続を管理します (ワイヤレス ディスプレイやドッキングなど)。"
"Windows の正常性と最適化されたエクスペリエンス","Auto","LocalSystem","ユーザー エクスペリエンスを向上させるには、デバイスを監視します"
"Still Image Acquisition Events","Manual","LocalSystem","静止イメージ取得イベントに関連付けられているアプリケーションを起動します。"
"Microsoft Defender ウイルス対策サービス","Manual","LocalSystem","マルウェアおよびその他の望ましくない可能性のあるソフトウェアからのユーザー保護に役立ちます"
"WinHTTP Web Proxy Auto-Discovery Service","Manual","NT AUTHORITY\LocalService","WinHTTP はクライアント HTTP スタックを実装し、HTTP 要求の送信および応答の受信を行う Win32 API および COM オートメーション コンポーネントを開発者に提供します。さらに、WinHTTP は Web プロキシ自動発見 (WPAD) プロトコルの実装により、プロキシ構成を自動検出します。"
"Windows Management Instrumentation","Auto","localSystem","オペレーティング システム、デバイス、アプリケーション、サービスに関する管理情報にアクセスするための共通インターフェイスとオブジェクト モデルを提供します。このサービスが停止していると、Windows ベースのソフトウェアのほとんどが正しく機能しません。このサービスが無効になっている場合は、このサービスに明示的に依存するサービスは何も開始できなくなります。"
"Windows Remote Management (WS-Management)","Manual","NT AUTHORITY\NetworkService","Windows リモート管理 (WinRM) サービスは、リモート管理用の WS-Management プロトコルを実装しています。WS-Management は、リモートのソフトウェアとハードウェアの管理に使用される標準の Web サービス プロトコルです。WinRM サービスは、ネットワーク上で WS-Management 要求をリッスンして処理します。WinRM サービスがネットワークをリッスンできるように、winrm.cmd コマンド ライン ツールを使用するかグループ ポリシーを介して、WinRM サービスにリスナーを構成する必要があります。このサービスを使用することにより、WMI データへのアクセスとイベントの収集が可能になります。イベントの収集およびイベントに対するサブスクリプションを実行する場合、WinRM サービスが稼働している必要があります。WinRM メッセージは、HTTP および HTTPS をトランスポートとして使用します。WinRM サービスは IIS には依存しませんが、同じコンピューター上で 1 つのポートを IIS と共有するよう事前に設定されています。このサービスでは URL のプレフィックスとして /wsman が予約されています。IIS との競合を避けるため、IIS 上のどの Web サイトでも /wsman が URL プレフィックスとして使用されていないことを確認する必要があります。"
"Windows Insider サービス","Manual","LocalSystem","Windows Insider Program のインフラストラクチャ サポートを提供します。Windows Insider Program が機能するためには、このサービスを有効にしておく必要があります。"
"WLAN AutoConfig","Manual","LocalSystem","WLANSVC サービスは、IEEE 802.11 標準で定義されているワイヤレス ローカル エリア ネットワーク (WLAN) の構成、検出、接続、切断に必要なロジックを提供します。これには、このコンピューターをソフトウェア アクセス ポイントに変更し、このサービスをサポートする WLAN アダプターを使用して他のデバイスやコンピューターがワイヤレスにこのコンピューターに接続できるようにするロジックも含まれています。WLANSVC サービスを停止または無効にすると、このコンピューターのすべての WLAN アダプターは、Windows ネットワーキング UI からアクセスできなくなります。コンピューターに WLAN アダプターが接続されている場合は、WLANSVC サービスを実行しておくことをお勧めします。"
"Microsoft Account Sign-in Assistant","Manual","LocalSystem","ユーザーは Microsoft アカウント ID サービスを使用してサインインできます。このサービスが停止されている場合、ユーザーは、Microsoft アカウントを使用してコンピューターにログオンできなくなります。"
"ローカル プロファイル アシスタント サービス","Manual","NT Authority\LocalService","このサービスは、サブスクライバー ID モジュールのプロファイル管理を提供します。"
"Windows 管理サービス","Manual","LocalSystem","プロビジョニングや登録アクティビティなどの管理を実行します"
"WMI Performance Adapter","Manual","localSystem","Windows Management Instrumentation (WMI) プロバイダーからネットワーク上のクライアントへのパフォーマンス ライブラリ情報を提供します。このサービスは Performance Data Helper が有効なときにのみ実行します。"
"Intel(R) Management Engine WMI Provider Registration","Auto","LocalSystem","Intel(R) Management Engine WMI Provider Registration Service"
"Windows Media Player Network Sharing Service","Manual","NT AUTHORITY\NetworkService","ユニバーサル プラグ アンド プレイを使用して、Windows Media Player ライブラリを、ネットワーク接続された他のプレーヤーやメディア デバイスと共有します"
"Work Folders","Manual","NT AUTHORITY\LocalService","このサービスは、ワーク フォルダー サーバーとファイルを同期するため、ワーク フォルダーをセットアップした任意の PC やデバイスでファイルを使用できるようになります。"
"保護者による制限","Manual","LocalSystem","Windows で保護者による制限をお子様のアカウントに適用します。このサービスを停止または無効にした場合、保護者による制限は適用されない可能性があります。"
"Portable Device Enumerator Service","Manual","LocalSystem","リムーバブル大容量記憶装置用のグループ ポリシーを適用します。Windows Media Player やイメージ インポート ウィザードなどのアプリケーションにより、リムーバブル大容量記憶装置を使用してコンテンツを転送または同期できるようにします。"
"Windows プッシュ通知システム サービス","Auto","LocalSystem","このサービスはセッション 0 で実行し、通知プラットフォームと、デバイスと WNS サーバー間の接続を処理する接続プロバイダーをホストします。"
"WSAIFabricSvc","Auto","NT AUTHORITY\LocalService","COM 経由でローカル サービス コンテキストで AIFabric と通信するためのサポートを提供します。"
"セキュリティ センター","Auto","NT AUTHORITY\LocalService","WSCSVC (Windows セキュリティ センター) サービスは、コンピューター上のセキュリティの正常性設定を監視および報告します。対象となる正常性設定は、ファイアウォール (オン/オフ)、ウイルス対策ソフトウェア (オン/オフ/最新の状態でない)、スパイウェア対策ソフトウェア (オン/オフ/最新の状態でない)、Windows Update (自動更新/更新プログラムの手動によるダウンロードとインストール)、ユーザー アカウント制御 (オン/オフ)、インターネット設定 (推奨/非推奨) などです。このサービスが提供する COM API を使用して、独立ソフトウェア ベンダーは自社製品の状態をセキュリティ センター サービスに登録および記録できます。セキュリティとメンテナンスの UI では、このサービスを利用して、システム トレイにアラートを表示したり、セキュリティ正常性状態をセキュリティとメンテナンスのコントロール パネルにグラフィカルに表示します。ネットワーク アクセス保護 (NAP) では、このサービスを利用してクライアントのセキュリティ正常性状態を NAP ネットワーク ポリシー サーバーに報告し、ネットワークの検疫の必要性を判断します。また、このサービスには、外部のコンシューマーがシステムのセキュリティ正常性状態の集計データをプログラムによって取得するためのパブリック API もあります。"
"Windows Search","Auto","LocalSystem","ファイル、電子メール、その他のコンテンツに対して、コンテンツのインデックス作成、プロパティ キャッシュ処理、検索結果の表示を行います。"
"Windows Update","Manual","LocalSystem","Windows およびその他のプログラムに対する更新プログラムの検出、ダウンロード、およびインストールを有効にします。このサービスが無効な場合、このコンピューターのユーザーは Windows Update またはその自動更新機能を使用できなくなります。また、プログラムによる Windows Update Agent (WUA) API も使用できなくなります。"
"Microsoft の使用状況と品質に関するインサイト","Manual","NT AUTHORITY\LocalService","使用状況とエクスペリエンスの品質に関する概要情報と分析情報を生成する Microsoft サービス。ファクトは、デバイス上の自己復旧やその他のオプションのワークフロー (個人用プランなど) を自動化するために使用されます。"
"WWAN AutoConfig","Manual","localSystem","このサービスは、モバイル ブロードバンド (GSM と CDMA) データ カードまたは埋め込みモジュール アダプターと接続を、ネットワークを自動的に構成することによって管理します。モバイル ブロードバンド デバイスを快適にお使いいただくには、このサービスを常に実行しておくことをお勧めします。"
"Xbox Live Auth Manager","Manual","LocalSystem","Xbox Live との互換性を可能にするために認証や認証サービスを提供します。サービスが停止した場合、正常に機能しないアプリケーションがあります。"
